,petal_width,petal_length,class,type,predicted
1187,1.15,1.93,,boundary,Iris-setosa
1188,1.15,2.07,,boundary,Iris-setosa
1189,1.15,2.21,,boundary,Iris-setosa
1190,1.15,2.35,,boundary,Iris-setosa
1191,1.15,2.48,,boundary,Iris-setosa
1192,1.15,2.62,,boundary,Iris-setosa
1193,1.15,2.76,,boundary,Iris-setosa
1194,1.15,2.9,,boundary,Iris-versicolor
1195,1.15,3.04,,boundary,Iris-versicolor
1196,1.15,3.17,,boundary,Iris-versicolor
1197,1.15,3.31,,boundary,Iris-versicolor
1198,1.15,3.45,,boundary,Iris-versicolor
1199,1.15,3.59,,boundary,Iris-versicolor
1200,1.15,3.73,,boundary,Iris-versicolor
1201,1.15,3.86,,boundary,Iris-versicolor
1202,1.15,4.0,,boundary,Iris-versicolor
1203,1.15,4.14,,boundary,Iris-versicolor
1204,1.15,4.28,,boundary,Iris-versicolor
1205,1.15,4.42,,boundary,Iris-versicolor
1206,1.15,4.55,,boundary,Iris-versicolor
1207,1.15,4.69,,boundary,Iris-versicolor
1208,1.15,4.83,,boundary,Iris-versicolor
1209,1.15,4.97,,boundary,Iris-versicolor
1210,1.15,5.11,,boundary,Iris-versicolor
1211,1.15,5.24,,boundary,Iris-versicolor
1212,1.15,5.38,,boundary,Iris-virginica
1213,1.15,5.52,,boundary,Iris-virginica
1214,1.15,5.66,,boundary,Iris-virginica
1215,1.15,5.8,,boundary,Iris-virginica
1216,1.15,5.93,,boundary,Iris-virginica
1217,1.15,6.07,,boundary,Iris-virginica
1218,1.15,6.21,,boundary,Iris-virginica
1219,1.15,6.35,,boundary,Iris-virginica
1220,1.15,6.49,,boundary,Iris-virginica
1221,1.15,6.62,,boundary,Iris-virginica
1222,1.15,6.76,,boundary,Iris-virginica
1223,1.15,6.9,,boundary,Iris-virginica
1224,1.2,0.0,,boundary,Iris-setosa
1225,1.2,0.14,,boundary,Iris-setosa
1226,1.2,0.28,,boundary,Iris-setosa
1227,1.2,0.41,,boundary,Iris-setosa
1228,1.2,0.55,,boundary,Iris-setosa
1229,1.2,0.69,,boundary,Iris-setosa
1230,1.2,0.83,,boundary,Iris-setosa
1231,1.2,0.97,,boundary,Iris-setosa
1232,1.2,1.1,,boundary,Iris-setosa
1233,1.2,1.24,,boundary,Iris-setosa
1234,1.2,1.38,,boundary,Iris-setosa
1235,1.2,1.52,,boundary,Iris-setosa
1236,1.2,1.66,,boundary,Iris-setosa
1237,1.2,1.79,,boundary,Iris-setosa
1238,1.2,1.93,,boundary,Iris-setosa
1239,1.2,2.07,,boundary,Iris-setosa
1240,1.2,2.21,,boundary,Iris-setosa
1241,1.2,2.35,,boundary,Iris-setosa
1242,1.2,2.48,,boundary,Iris-setosa
1243,1.2,2.62,,boundary,Iris-setosa
1244,1.2,2.76,,boundary,Iris-setosa
1245,1.2,2.9,,boundary,Iris-versicolor
1246,1.2,3.04,,boundary,Iris-versicolor
1247,1.2,3.17,,boundary,Iris-versicolor
1248,1.2,3.31,,boundary,Iris-versicolor
1249,1.2,3.45,,boundary,Iris-versicolor
1250,1.2,3.59,,boundary,Iris-versicolor
1251,1.2,3.73,,boundary,Iris-versicolor
1252,1.2,3.86,,boundary,Iris-versicolor
1253,1.2,4.0,,boundary,Iris-versicolor
1254,1.2,4.14,,boundary,Iris-versicolor
1255,1.2,4.28,,boundary,Iris-versicolor
1256,1.2,4.42,,boundary,Iris-versicolor
1257,1.2,4.55,,boundary,Iris-versicolor
1258,1.2,4.69,,boundary,Iris-versicolor
1259,1.2,4.83,,boundary,Iris-versicolor
1260,1.2,4.97,,boundary,Iris-versicolor
1261,1.2,5.11,,boundary,Iris-versicolor
1262,1.2,5.24,,boundary,Iris-versicolor
1263,1.2,5.38,,boundary,Iris-virginica
1264,1.2,5.52,,boundary,Iris-virginica
1265,1.2,5.66,,boundary,Iris-virginica
1266,1.2,5.8,,boundary,Iris-virginica
1267,1.2,5.93,,boundary,Iris-virginica
1268,1.2,6.07,,boundary,Iris-virginica
1269,1.2,6.21,,boundary,Iris-virginica
1270,1.2,6.35,,boundary,Iris-virginica
1271,1.2,6.49,,boundary,Iris-virginica
1272,1.2,6.62,,boundary,Iris-virginica
1273,1.2,6.76,,boundary,Iris-virginica
1274,1.2,6.9,,boundary,Iris-virginica
1275,1.25,0.0,,boundary,Iris-setosa
1276,1.25,0.14,,boundary,Iris-setosa
1277,1.25,0.28,,boundary,Iris-setosa
1278,1.25,0.41,,boundary,Iris-setosa
1279,1.25,0.55,,boundary,Iris-setosa
1280,1.25,0.69,,boundary,Iris-setosa
1281,1.25,0.83,,boundary,Iris-setosa
1282,1.25,0.97,,boundary,Iris-setosa
1283,1.25,1.1,,boundary,Iris-setosa
1284,1.25,1.24,,boundary,Iris-setosa
1285,1.25,1.38,,boundary,Iris-setosa
1286,1.25,1.52,,boundary,Iris-setosa
1287,1.25,1.66,,boundary,Iris-setosa
1288,1.25,1.79,,boundary,Iris-setosa
1289,1.25,1.93,,boundary,Iris-setosa
1290,1.25,2.07,,boundary,Iris-setosa
1291,1.25,2.21,,boundary,Iris-setosa
1292,1.25,2.35,,boundary,Iris-setosa
1293,1.25,2.48,,boundary,Iris-setosa
1294,1.25,2.62,,boundary,Iris-setosa
1295,1.25,2.76,,boundary,Iris-setosa
1296,1.25,2.9,,boundary,Iris-versicolor
1297,1.25,3.04,,boundary,Iris-versicolor
1298,1.25,3.17,,boundary,Iris-versicolor
1299,1.25,3.31,,boundary,Iris-versicolor
1300,1.25,3.45,,boundary,Iris-versicolor
1301,1.25,3.59,,boundary,Iris-versicolor
1302,1.25,3.73,,boundary,Iris-versicolor
1303,1.25,3.86,,boundary,Iris-versicolor
1304,1.25,4.0,,boundary,Iris-versicolor
1305,1.25,4.14,,boundary,Iris-versicolor
1306,1.25,4.28,,boundary,Iris-versicolor
1307,1.25,4.42,,boundary,Iris-versicolor
1308,1.25,4.55,,boundary,Iris-versicolor
1309,1.25,4.69,,boundary,Iris-versicolor
1310,1.25,4.83,,boundary,Iris-versicolor
1311,1.25,4.97,,boundary,Iris-versicolor
1312,1.25,5.11,,boundary,Iris-versicolor
1313,1.25,5.24,,boundary,Iris-virginica
1314,1.25,5.38,,boundary,Iris-virginica
1315,1.25,5.52,,boundary,Iris-virginica
1316,1.25,5.66,,boundary,Iris-virginica
1317,1.25,5.8,,boundary,Iris-virginica
1318,1.25,5.93,,boundary,Iris-virginica
1319,1.25,6.07,,boundary,Iris-virginica
1320,1.25,6.21,,boundary,Iris-virginica
1321,1.25,6.35,,boundary,Iris-virginica
1322,1.25,6.49,,boundary,Iris-virginica
1323,1.25,6.62,,boundary,Iris-virginica
1324,1.25,6.76,,boundary,Iris-virginica
1325,1.25,6.9,,boundary,Iris-virginica
1326,1.3,0.0,,boundary,Iris-setosa
1327,1.3,0.14,,boundary,Iris-setosa
1328,1.3,0.28,,boundary,Iris-setosa
1329,1.3,0.41,,boundary,Iris-setosa
1330,1.3,0.55,,boundary,Iris-setosa
1331,1.3,0.69,,boundary,Iris-setosa
1332,1.3,0.83,,boundary,Iris-setosa
1333,1.3,0.97,,boundary,Iris-setosa
1334,1.3,1.1,,boundary,Iris-setosa
1335,1.3,1.24,,boundary,Iris-setosa
1336,1.3,1.38,,boundary,Iris-setosa
1337,1.3,1.52,,boundary,Iris-setosa
1338,1.3,1.66,,boundary,Iris-setosa
1339,1.3,1.79,,boundary,Iris-setosa
1340,1.3,1.93,,boundary,Iris-setosa
1341,1.3,2.07,,boundary,Iris-setosa
1342,1.3,2.21,,boundary,Iris-setosa
1343,1.3,2.35,,boundary,Iris-setosa
1344,1.3,2.48,,boundary,Iris-setosa
1345,1.3,2.62,,boundary,Iris-setosa
1346,1.3,2.76,,boundary,Iris-setosa
1347,1.3,2.9,,boundary,Iris-versicolor
1348,1.3,3.04,,boundary,Iris-versicolor
1349,1.3,3.17,,boundary,Iris-versicolor
1350,1.3,3.31,,boundary,Iris-versicolor
1351,1.3,3.45,,boundary,Iris-versicolor
1352,1.3,3.59,,boundary,Iris-versicolor
1353,1.3,3.73,,boundary,Iris-versicolor
1354,1.3,3.86,,boundary,Iris-versicolor
1355,1.3,4.0,,boundary,Iris-versicolor
1356,1.3,4.14,,boundary,Iris-versicolor
1357,1.3,4.28,,boundary,Iris-versicolor
1358,1.3,4.42,,boundary,Iris-versicolor
1359,1.3,4.55,,boundary,Iris-versicolor
1360,1.3,4.69,,boundary,Iris-versicolor
1361,1.3,4.83,,boundary,Iris-versicolor
1362,1.3,4.97,,boundary,Iris-versicolor
1363,1.3,5.11,,boundary,Iris-versicolor
1364,1.3,5.24,,boundary,Iris-virginica
1365,1.3,5.38,,boundary,Iris-virginica
1366,1.3,5.52,,boundary,Iris-virginica
1367,1.3,5.66,,boundary,Iris-virginica
1368,1.3,5.8,,boundary,Iris-virginica
1369,1.3,5.93,,boundary,Iris-virginica
1370,1.3,6.07,,boundary,Iris-virginica
1371,1.3,6.21,,boundary,Iris-virginica
1372,1.3,6.35,,boundary,Iris-virginica
1373,1.3,6.49,,boundary,Iris-virginica
1374,1.3,6.62,,boundary,Iris-virginica
1375,1.3,6.76,,boundary,Iris-virginica
1376,1.3,6.9,,boundary,Iris-virginica
1377,1.35,0.0,,boundary,Iris-setosa
1378,1.35,0.14,,boundary,Iris-setosa
1379,1.35,0.28,,boundary,Iris-setosa
1380,1.35,0.41,,boundary,Iris-setosa
1381,1.35,0.55,,boundary,Iris-setosa
1382,1.35,0.69,,boundary,Iris-setosa
1383,1.35,0.83,,boundary,Iris-setosa
1384,1.35,0.97,,boundary,Iris-setosa
1385,1.35,1.1,,boundary,Iris-setosa
1386,1.35,1.24,,boundary,Iris-setosa
1387,1.35,1.38,,boundary,Iris-setosa
1388,1.35,1.52,,boundary,Iris-setosa
1389,1.35,1.66,,boundary,Iris-setosa
1390,1.35,1.79,,boundary,Iris-setosa
1391,1.35,1.93,,boundary,Iris-setosa
1392,1.35,2.07,,boundary,Iris-setosa
1393,1.35,2.21,,boundary,Iris-setosa
1394,1.35,2.35,,boundary,Iris-setosa
1395,1.35,2.48,,boundary,Iris-setosa
1396,1.35,2.62,,boundary,Iris-setosa
1397,1.35,2.76,,boundary,Iris-versicolor
1398,1.35,2.9,,boundary,Iris-versicolor
1399,1.35,3.04,,boundary,Iris-versicolor
1400,1.35,3.17,,boundary,Iris-versicolor
1401,1.35,3.31,,boundary,Iris-versicolor
1402,1.35,3.45,,boundary,Iris-versicolor
1403,1.35,3.59,,boundary,Iris-versicolor
1404,1.35,3.73,,boundary,Iris-versicolor
1405,1.35,3.86,,boundary,Iris-versicolor
1406,1.35,4.0,,boundary,Iris-versicolor
1407,1.35,4.14,,boundary,Iris-versicolor
1408,1.35,4.28,,boundary,Iris-versicolor
1409,1.35,4.42,,boundary,Iris-versicolor
1410,1.35,4.55,,boundary,Iris-versicolor
1411,1.35,4.69,,boundary,Iris-versicolor
1412,1.35,4.83,,boundary,Iris-versicolor
1413,1.35,4.97,,boundary,Iris-versicolor
1414,1.35,5.11,,boundary,Iris-versicolor
1415,1.35,5.24,,boundary,Iris-virginica
1416,1.35,5.38,,boundary,Iris-virginica
1417,1.35,5.52,,boundary,Iris-virginica
1418,1.35,5.66,,boundary,Iris-virginica
1419,1.35,5.8,,boundary,Iris-virginica
1420,1.35,5.93,,boundary,Iris-virginica
1421,1.35,6.07,,boundary,Iris-virginica
1422,1.35,6.21,,boundary,Iris-virginica
1423,1.35,6.35,,boundary,Iris-virginica
1424,1.35,6.49,,boundary,Iris-virginica
1425,1.35,6.62,,boundary,Iris-virginica
1426,1.35,6.76,,boundary,Iris-virginica
1427,1.35,6.9,,boundary,Iris-virginica
1428,1.4,0.0,,boundary,Iris-setosa
1429,1.4,0.14,,boundary,Iris-setosa
1430,1.4,0.28,,boundary,Iris-setosa
1431,1.4,0.41,,boundary,Iris-setosa
1432,1.4,0.55,,boundary,Iris-setosa
1433,1.4,0.69,,boundary,Iris-setosa
1434,1.4,0.83,,boundary,Iris-setosa
1435,1.4,0.97,,boundary,Iris-setosa
1436,1.4,1.1,,boundary,Iris-setosa
1437,1.4,1.24,,boundary,Iris-setosa
1438,1.4,1.38,,boundary,Iris-setosa
1439,1.4,1.52,,boundary,Iris-setosa
1440,1.4,1.66,,boundary,Iris-setosa
1441,1.4,1.79,,boundary,Iris-setosa
1442,1.4,1.93,,boundary,Iris-setosa
1443,1.4,2.07,,boundary,Iris-setosa
1444,1.4,2.21,,boundary,Iris-setosa
1445,1.4,2.35,,boundary,Iris-setosa
1446,1.4,2.48,,boundary,Iris-setosa
1447,1.4,2.62,,boundary,Iris-setosa
1448,1.4,2.76,,boundary,Iris-versicolor
1449,1.4,2.9,,boundary,Iris-versicolor
1450,1.4,3.04,,boundary,Iris-versicolor
1451,1.4,3.17,,boundary,Iris-versicolor
1452,1.4,3.31,,boundary,Iris-versicolor
1453,1.4,3.45,,boundary,Iris-versicolor
1454,1.4,3.59,,boundary,Iris-versicolor
1455,1.4,3.73,,boundary,Iris-versicolor
1456,1.4,3.86,,boundary,Iris-versicolor
1457,1.4,4.0,,boundary,Iris-versicolor
1458,1.4,4.14,,boundary,Iris-versicolor
1459,1.4,4.28,,boundary,Iris-versicolor
1460,1.4,4.42,,boundary,Iris-versicolor
1461,1.4,4.55,,boundary,Iris-versicolor
1462,1.4,4.69,,boundary,Iris-versicolor
1463,1.4,4.83,,boundary,Iris-versicolor
1464,1.4,4.97,,boundary,Iris-versicolor
1465,1.4,5.11,,boundary,Iris-versicolor
1466,1.4,5.24,,boundary,Iris-virginica
1467,1.4,5.38,,boundary,Iris-virginica
1468,1.4,5.52,,boundary,Iris-virginica
1469,1.4,5.66,,boundary,Iris-virginica
1470,1.4,5.8,,boundary,Iris-virginica
1471,1.4,5.93,,boundary,Iris-virginica
1472,1.4,6.07,,boundary,Iris-virginica
1473,1.4,6.21,,boundary,Iris-virginica
1474,1.4,6.35,,boundary,Iris-virginica
1475,1.4,6.49,,boundary,Iris-virginica
1476,1.4,6.62,,boundary,Iris-virginica
1477,1.4,6.76,,boundary,Iris-virginica
1478,1.4,6.9,,boundary,Iris-virginica
1479,1.45,0.0,,boundary,Iris-setosa
1480,1.45,0.14,,boundary,Iris-setosa
1481,1.45,0.28,,boundary,Iris-setosa
1482,1.45,0.41,,boundary,Iris-setosa
1483,1.45,0.55,,boundary,Iris-setosa
1484,1.45,0.69,,boundary,Iris-setosa
1485,1.45,0.83,,boundary,Iris-setosa
1486,1.45,0.97,,boundary,Iris-setosa
1487,1.45,1.1,,boundary,Iris-setosa
1488,1.45,1.24,,boundary,Iris-setosa
1489,1.45,1.38,,boundary,Iris-setosa
1490,1.45,1.52,,boundary,Iris-setosa
1491,1.45,1.66,,boundary,Iris-setosa
1492,1.45,1.79,,boundary,Iris-setosa
1493,1.45,1.93,,boundary,Iris-setosa
1494,1.45,2.07,,boundary,Iris-setosa
1495,1.45,2.21,,boundary,Iris-setosa
1496,1.45,2.35,,boundary,Iris-setosa
1497,1.45,2.48,,boundary,Iris-setosa
1498,1.45,2.62,,boundary,Iris-setosa
1499,1.45,2.76,,boundary,Iris-versicolor
1500,1.45,2.9,,boundary,Iris-versicolor
1501,1.45,3.04,,boundary,Iris-versicolor
1502,1.45,3.17,,boundary,Iris-versicolor
1503,1.45,3.31,,boundary,Iris-versicolor
1504,1.45,3.45,,boundary,Iris-versicolor
1505,1.45,3.59,,boundary,Iris-versicolor
1506,1.45,3.73,,boundary,Iris-versicolor
1507,1.45,3.86,,boundary,Iris-versicolor
1508,1.45,4.0,,boundary,Iris-versicolor
1509,1.45,4.14,,boundary,Iris-versicolor
1510,1.45,4.28,,boundary,Iris-versicolor
1511,1.45,4.42,,boundary,Iris-versicolor
1512,1.45,4.55,,boundary,Iris-versicolor
1513,1.45,4.69,,boundary,Iris-versicolor
1514,1.45,4.83,,boundary,Iris-versicolor
1515,1.45,4.97,,boundary,Iris-versicolor
1516,1.45,5.11,,boundary,Iris-virginica
1517,1.45,5.24,,boundary,Iris-virginica
1518,1.45,5.38,,boundary,Iris-virginica
1519,1.45,5.52,,boundary,Iris-virginica
1520,1.45,5.66,,boundary,Iris-virginica
1521,1.45,5.8,,boundary,Iris-virginica
1522,1.45,5.93,,boundary,Iris-virginica
1523,1.45,6.07,,boundary,Iris-virginica
1524,1.45,6.21,,boundary,Iris-virginica
1525,1.45,6.35,,boundary,Iris-virginica
1526,1.45,6.49,,boundary,Iris-virginica
1527,1.45,6.62,,boundary,Iris-virginica
1528,1.45,6.76,,boundary,Iris-virginica
1529,1.45,6.9,,boundary,Iris-virginica
1530,1.5,0.0,,boundary,Iris-setosa
1531,1.5,0.14,,boundary,Iris-setosa
1532,1.5,0.28,,boundary,Iris-setosa
1533,1.5,0.41,,boundary,Iris-setosa
1534,1.5,0.55,,boundary,Iris-setosa
1535,1.5,0.69,,boundary,Iris-setosa
1536,1.5,0.83,,boundary,Iris-setosa
1537,1.5,0.97,,boundary,Iris-setosa
1538,1.5,1.1,,boundary,Iris-setosa
1539,1.5,1.24,,boundary,Iris-setosa
1540,1.5,1.38,,boundary,Iris-setosa
1541,1.5,1.52,,boundary,Iris-setosa
1542,1.5,1.66,,boundary,Iris-setosa
1543,1.5,1.79,,boundary,Iris-setosa
1544,1.5,1.93,,boundary,Iris-setosa
1545,1.5,2.07,,boundary,Iris-setosa
1546,1.5,2.21,,boundary,Iris-setosa
1547,1.5,2.35,,boundary,Iris-setosa
1548,1.5,2.48,,boundary,Iris-setosa
1549,1.5,2.62,,boundary,Iris-setosa
1550,1.5,2.76,,boundary,Iris-versicolor
1551,1.5,2.9,,boundary,Iris-versicolor
1552,1.5,3.04,,boundary,Iris-versicolor
1553,1.5,3.17,,boundary,Iris-versicolor
1554,1.5,3.31,,boundary,Iris-versicolor
1555,1.5,3.45,,boundary,Iris-versicolor
1556,1.5,3.59,,boundary,Iris-versicolor
1557,1.5,3.73,,boundary,Iris-versicolor
1558,1.5,3.86,,boundary,Iris-versicolor
1559,1.5,4.0,,boundary,Iris-versicolor
1560,1.5,4.14,,boundary,Iris-versicolor
1561,1.5,4.28,,boundary,Iris-versicolor
1562,1.5,4.42,,boundary,Iris-versicolor
1563,1.5,4.55,,boundary,Iris-versicolor
1564,1.5,4.69,,boundary,Iris-versicolor
1565,1.5,4.83,,boundary,Iris-versicolor
1566,1.5,4.97,,boundary,Iris-versicolor
1567,1.5,5.11,,boundary,Iris-virginica
1568,1.5,5.24,,boundary,Iris-virginica
1569,1.5,5.38,,boundary,Iris-virginica
1570,1.5,5.52,,boundary,Iris-virginica
1571,1.5,5.66,,boundary,Iris-virginica
1572,1.5,5.8,,boundary,Iris-virginica
1573,1.5,5.93,,boundary,Iris-virginica
1574,1.5,6.07,,boundary,Iris-virginica
1575,1.5,6.21,,boundary,Iris-virginica
1576,1.5,6.35,,boundary,Iris-virginica
1577,1.5,6.49,,boundary,Iris-virginica
1578,1.5,6.62,,boundary,Iris-virginica
1579,1.5,6.76,,boundary,Iris-virginica
1580,1.5,6.9,,boundary,Iris-virginica
1581,1.55,0.0,,boundary,Iris-setosa
1582,1.55,0.14,,boundary,Iris-setosa
1583,1.55,0.28,,boundary,Iris-setosa
1584,1.55,0.41,,boundary,Iris-setosa
1585,1.55,0.55,,boundary,Iris-setosa
1586,1.55,0.69,,boundary,Iris-setosa
1587,1.55,0.83,,boundary,Iris-setosa
1588,1.55,0.97,,boundary,Iris-setosa
1589,1.55,1.1,,boundary,Iris-setosa
1590,1.55,1.24,,boundary,Iris-setosa
1591,1.55,1.38,,boundary,Iris-setosa
1592,1.55,1.52,,boundary,Iris-setosa
1593,1.55,1.66,,boundary,Iris-setosa
1594,1.55,1.79,,boundary,Iris-setosa
1595,1.55,1.93,,boundary,Iris-setosa
1596,1.55,2.07,,boundary,Iris-setosa
1597,1.55,2.21,,boundary,Iris-setosa
1598,1.55,2.35,,boundary,Iris-setosa
1599,1.55,2.48,,boundary,Iris-setosa
1600,1.55,2.62,,boundary,Iris-setosa
1601,1.55,2.76,,boundary,Iris-versicolor
1602,1.55,2.9,,boundary,Iris-versicolor
1603,1.55,3.04,,boundary,Iris-versicolor
1604,1.55,3.17,,boundary,Iris-versicolor
1605,1.55,3.31,,boundary,Iris-versicolor
1606,1.55,3.45,,boundary,Iris-versicolor
1607,1.55,3.59,,boundary,Iris-versicolor
1608,1.55,3.73,,boundary,Iris-versicolor
1609,1.55,3.86,,boundary,Iris-versicolor
1610,1.55,4.0,,boundary,Iris-versicolor
1611,1.55,4.14,,boundary,Iris-versicolor
1612,1.55,4.28,,boundary,Iris-versicolor
1613,1.55,4.42,,boundary,Iris-versicolor
1614,1.55,4.55,,boundary,Iris-versicolor
1615,1.55,4.69,,boundary,Iris-versicolor
1616,1.55,4.83,,boundary,Iris-versicolor
1617,1.55,4.97,,boundary,Iris-versicolor
1618,1.55,5.11,,boundary,Iris-virginica
1619,1.55,5.24,,boundary,Iris-virginica
1620,1.55,5.38,,boundary,Iris-virginica
1621,1.55,5.52,,boundary,Iris-virginica
1622,1.55,5.66,,boundary,Iris-virginica
1623,1.55,5.8,,boundary,Iris-virginica
1624,1.55,5.93,,boundary,Iris-virginica
1625,1.55,6.07,,boundary,Iris-virginica
1626,1.55,6.21,,boundary,Iris-virginica
1627,1.55,6.35,,boundary,Iris-virginica
1628,1.55,6.49,,boundary,Iris-virginica
1629,1.55,6.62,,boundary,Iris-virginica
1630,1.55,6.76,,boundary,Iris-virginica
1631,1.55,6.9,,boundary,Iris-virginica
1632,1.6,0.0,,boundary,Iris-setosa
1633,1.6,0.14,,boundary,Iris-setosa
1634,1.6,0.28,,boundary,Iris-setosa
1635,1.6,0.41,,boundary,Iris-setosa
1636,1.6,0.55,,boundary,Iris-setosa
1637,1.6,0.69,,boundary,Iris-setosa
1638,1.6,0.83,,boundary,Iris-setosa
1639,1.6,0.97,,boundary,Iris-setosa
1640,1.6,1.1,,boundary,Iris-setosa
1641,1.6,1.24,,boundary,Iris-setosa
1642,1.6,1.38,,boundary,Iris-setosa
1643,1.6,1.52,,boundary,Iris-setosa
1644,1.6,1.66,,boundary,Iris-setosa
1645,1.6,1.79,,boundary,Iris-setosa
1646,1.6,1.93,,boundary,Iris-setosa
1647,1.6,2.07,,boundary,Iris-setosa
1648,1.6,2.21,,boundary,Iris-setosa
1649,1.6,2.35,,boundary,Iris-setosa
1650,1.6,2.48,,boundary,Iris-setosa
1651,1.6,2.62,,boundary,Iris-setosa
1652,1.6,2.76,,boundary,Iris-versicolor
1653,1.6,2.9,,boundary,Iris-versicolor
1654,1.6,3.04,,boundary,Iris-versicolor
1655,1.6,3.17,,boundary,Iris-versicolor
1656,1.6,3.31,,boundary,Iris-versicolor
1657,1.6,3.45,,boundary,Iris-versicolor
1658,1.6,3.59,,boundary,Iris-versicolor
1659,1.6,3.73,,boundary,Iris-versicolor
1660,1.6,3.86,,boundary,Iris-versicolor
1661,1.6,4.0,,boundary,Iris-versicolor
1662,1.6,4.14,,boundary,Iris-versicolor
1663,1.6,4.28,,boundary,Iris-versicolor
1664,1.6,4.42,,boundary,Iris-versicolor
1665,1.6,4.55,,boundary,Iris-versicolor
1666,1.6,4.69,,boundary,Iris-versicolor
1667,1.6,4.83,,boundary,Iris-versicolor
1668,1.6,4.97,,boundary,Iris-versicolor
1669,1.6,5.11,,boundary,Iris-virginica
1670,1.6,5.24,,boundary,Iris-virginica
1671,1.6,5.38,,boundary,Iris-virginica
1672,1.6,5.52,,boundary,Iris-virginica
1673,1.6,5.66,,boundary,Iris-virginica
1674,1.6,5.8,,boundary,Iris-virginica
1675,1.6,5.93,,boundary,Iris-virginica
1676,1.6,6.07,,boundary,Iris-virginica
1677,1.6,6.21,,boundary,Iris-virginica
1678,1.6,6.35,,boundary,Iris-virginica
1679,1.6,6.49,,boundary,Iris-virginica
1680,1.6,6.62,,boundary,Iris-virginica
1681,1.6,6.76,,boundary,Iris-virginica
1682,1.6,6.9,,boundary,Iris-virginica
1683,1.65,0.0,,boundary,Iris-setosa
1684,1.65,0.14,,boundary,Iris-setosa
1685,1.65,0.28,,boundary,Iris-setosa
1686,1.65,0.41,,boundary,Iris-setosa
1687,1.65,0.55,,boundary,Iris-setosa
1688,1.65,0.69,,boundary,Iris-setosa
1689,1.65,0.83,,boundary,Iris-setosa
1690,1.65,0.97,,boundary,Iris-setosa
1691,1.65,1.1,,boundary,Iris-setosa
1692,1.65,1.24,,boundary,Iris-setosa
1693,1.65,1.38,,boundary,Iris-setosa
1694,1.65,1.52,,boundary,Iris-setosa
1695,1.65,1.66,,boundary,Iris-setosa
1696,1.65,1.79,,boundary,Iris-setosa
1697,1.65,1.93,,boundary,Iris-setosa
1698,1.65,2.07,,boundary,Iris-setosa
1699,1.65,2.21,,boundary,Iris-setosa
1700,1.65,2.35,,boundary,Iris-setosa
1701,1.65,2.48,,boundary,Iris-setosa
1702,1.65,2.62,,boundary,Iris-versicolor
1703,1.65,2.76,,boundary,Iris-versicolor
1704,1.65,2.9,,boundary,Iris-versicolor
1705,1.65,3.04,,boundary,Iris-versicolor
1706,1.65,3.17,,boundary,Iris-versicolor
1707,1.65,3.31,,boundary,Iris-versicolor
1708,1.65,3.45,,boundary,Iris-versicolor
1709,1.65,3.59,,boundary,Iris-versicolor
1710,1.65,3.73,,boundary,Iris-versicolor
1711,1.65,3.86,,boundary,Iris-versicolor
1712,1.65,4.0,,boundary,Iris-versicolor
1713,1.65,4.14,,boundary,Iris-versicolor
1714,1.65,4.28,,boundary,Iris-versicolor
1715,1.65,4.42,,boundary,Iris-versicolor
1716,1.65,4.55,,boundary,Iris-versicolor
1717,1.65,4.69,,boundary,Iris-versicolor
1718,1.65,4.83,,boundary,Iris-versicolor
1719,1.65,4.97,,boundary,Iris-virginica
1720,1.65,5.11,,boundary,Iris-virginica
1721,1.65,5.24,,boundary,Iris-virginica
1722,1.65,5.38,,boundary,Iris-virginica
1723,1.65,5.52,,boundary,Iris-virginica
1724,1.65,5.66,,boundary,Iris-virginica
1725,1.65,5.8,,boundary,Iris-virginica
1726,1.65,5.93,,boundary,Iris-virginica
1727,1.65,6.07,,boundary,Iris-virginica
1728,1.65,6.21,,boundary,Iris-virginica
1729,1.65,6.35,,boundary,Iris-virginica
1730,1.65,6.49,,boundary,Iris-virginica
1731,1.65,6.62,,boundary,Iris-virginica
1732,1.65,6.76,,boundary,Iris-virginica
1733,1.65,6.9,,boundary,Iris-virginica
1734,1.7,0.0,,boundary,Iris-setosa
1735,1.7,0.14,,boundary,Iris-setosa
1736,1.7,0.28,,boundary,Iris-setosa
1737,1.7,0.41,,boundary,Iris-setosa
1738,1.7,0.55,,boundary,Iris-setosa
1739,1.7,0.69,,boundary,Iris-setosa
1740,1.7,0.83,,boundary,Iris-setosa
1741,1.7,0.97,,boundary,Iris-setosa
1742,1.7,1.1,,boundary,Iris-setosa
1743,1.7,1.24,,boundary,Iris-setosa
1744,1.7,1.38,,boundary,Iris-setosa
1745,1.7,1.52,,boundary,Iris-setosa
1746,1.7,1.66,,boundary,Iris-setosa
1747,1.7,1.79,,boundary,Iris-setosa
1748,1.7,1.93,,boundary,Iris-setosa
1749,1.7,2.07,,boundary,Iris-setosa
1750,1.7,2.21,,boundary,Iris-setosa
1751,1.7,2.35,,boundary,Iris-setosa
1752,1.7,2.48,,boundary,Iris-setosa
1753,1.7,2.62,,boundary,Iris-versicolor
1754,1.7,2.76,,boundary,Iris-versicolor
1755,1.7,2.9,,boundary,Iris-versicolor
1756,1.7,3.04,,boundary,Iris-versicolor
1757,1.7,3.17,,boundary,Iris-versicolor
1758,1.7,3.31,,boundary,Iris-versicolor
1759,1.7,3.45,,boundary,Iris-versicolor
1760,1.7,3.59,,boundary,Iris-versicolor
