,petal_width,petal_length,class,type,predicted
4960,1.22,0.76,,boundary,Iris-setosa
4961,1.22,0.83,,boundary,Iris-setosa
4962,1.22,0.9,,boundary,Iris-setosa
4963,1.22,0.97,,boundary,Iris-setosa
4964,1.22,1.03,,boundary,Iris-setosa
4965,1.22,1.1,,boundary,Iris-setosa
4966,1.22,1.17,,boundary,Iris-setosa
4967,1.22,1.24,,boundary,Iris-setosa
4968,1.22,1.31,,boundary,Iris-setosa
4969,1.22,1.38,,boundary,Iris-setosa
4970,1.22,1.45,,boundary,Iris-setosa
4971,1.22,1.52,,boundary,Iris-setosa
4972,1.22,1.59,,boundary,Iris-setosa
4973,1.22,1.66,,boundary,Iris-setosa
4974,1.22,1.72,,boundary,Iris-setosa
4975,1.22,1.79,,boundary,Iris-setosa
4976,1.22,1.86,,boundary,Iris-setosa
4977,1.22,1.93,,boundary,Iris-setosa
4978,1.22,2.0,,boundary,Iris-setosa
4979,1.22,2.07,,boundary,Iris-setosa
4980,1.22,2.14,,boundary,Iris-setosa
4981,1.22,2.21,,boundary,Iris-setosa
4982,1.22,2.28,,boundary,Iris-setosa
4983,1.22,2.35,,boundary,Iris-setosa
4984,1.22,2.41,,boundary,Iris-setosa
4985,1.22,2.48,,boundary,Iris-setosa
4986,1.22,2.55,,boundary,Iris-versicolor
4987,1.22,2.62,,boundary,Iris-versicolor
4988,1.22,2.69,,boundary,Iris-versicolor
4989,1.22,2.76,,boundary,Iris-versicolor
4990,1.22,2.83,,boundary,Iris-versicolor
4991,1.22,2.9,,boundary,Iris-versicolor
4992,1.22,2.97,,boundary,Iris-versicolor
4993,1.22,3.04,,boundary,Iris-versicolor
4994,1.22,3.1,,boundary,Iris-versicolor
4995,1.22,3.17,,boundary,Iris-versicolor
4996,1.22,3.24,,boundary,Iris-versicolor
4997,1.22,3.31,,boundary,Iris-versicolor
4998,1.22,3.38,,boundary,Iris-versicolor
4999,1.22,3.45,,boundary,Iris-versicolor
5000,1.22,3.52,,boundary,Iris-versicolor
5001,1.22,3.59,,boundary,Iris-versicolor
5002,1.22,3.66,,boundary,Iris-versicolor
5003,1.22,3.73,,boundary,Iris-versicolor
5004,1.22,3.79,,boundary,Iris-versicolor
5005,1.22,3.86,,boundary,Iris-versicolor
5006,1.22,3.93,,boundary,Iris-versicolor
5007,1.22,4.0,,boundary,Iris-versicolor
5008,1.22,4.07,,boundary,Iris-versicolor
5009,1.22,4.14,,boundary,Iris-versicolor
5010,1.22,4.21,,boundary,Iris-versicolor
5011,1.22,4.28,,boundary,Iris-versicolor
5012,1.22,4.35,,boundary,Iris-versicolor
5013,1.22,4.42,,boundary,Iris-versicolor
5014,1.22,4.48,,boundary,Iris-versicolor
5015,1.22,4.55,,boundary,Iris-versicolor
5016,1.22,4.62,,boundary,Iris-versicolor
5017,1.22,4.69,,boundary,Iris-versicolor
5018,1.22,4.76,,boundary,Iris-versicolor
5019,1.22,4.83,,boundary,Iris-versicolor
5020,1.22,4.9,,boundary,Iris-versicolor
5021,1.22,4.97,,boundary,Iris-versicolor
5022,1.22,5.04,,boundary,Iris-versicolor
5023,1.22,5.11,,boundary,Iris-versicolor
5024,1.22,5.17,,boundary,Iris-versicolor
5025,1.22,5.24,,boundary,Iris-versicolor
5026,1.22,5.31,,boundary,Iris-virginica
5027,1.22,5.38,,boundary,Iris-virginica
5028,1.22,5.45,,boundary,Iris-virginica
5029,1.22,5.52,,boundary,Iris-virginica
5030,1.22,5.59,,boundary,Iris-virginica
5031,1.22,5.66,,boundary,Iris-virginica
5032,1.22,5.73,,boundary,Iris-virginica
5033,1.22,5.8,,boundary,Iris-virginica
5034,1.22,5.86,,boundary,Iris-virginica
5035,1.22,5.93,,boundary,Iris-virginica
5036,1.22,6.0,,boundary,Iris-virginica
5037,1.22,6.07,,boundary,Iris-virginica
5038,1.22,6.14,,boundary,Iris-virginica
5039,1.22,6.21,,boundary,Iris-virginica
5040,1.22,6.28,,boundary,Iris-virginica
5041,1.22,6.35,,boundary,Iris-virginica
5042,1.22,6.42,,boundary,Iris-virginica
5043,1.22,6.49,,boundary,Iris-virginica
5044,1.22,6.55,,boundary,Iris-virginica
5045,1.22,6.62,,boundary,Iris-virginica
5046,1.22,6.69,,boundary,Iris-virginica
5047,1.22,6.76,,boundary,Iris-virginica
5048,1.22,6.83,,boundary,Iris-virginica
5049,1.22,6.9,,boundary,Iris-virginica
5050,1.25,0.0,,boundary,Iris-setosa
5051,1.25,0.07,,boundary,Iris-setosa
5052,1.25,0.14,,boundary,Iris-setosa
5053,1.25,0.21,,boundary,Iris-setosa
5054,1.25,0.28,,boundary,Iris-setosa
5055,1.25,0.35,,boundary,Iris-setosa
5056,1.25,0.41,,boundary,Iris-setosa
5057,1.25,0.48,,boundary,Iris-setosa
5058,1.25,0.55,,boundary,Iris-setosa
5059,1.25,0.62,,boundary,Iris-setosa
5060,1.25,0.69,,boundary,Iris-setosa
5061,1.25,0.76,,boundary,Iris-setosa
5062,1.25,0.83,,boundary,Iris-setosa
5063,1.25,0.9,,boundary,Iris-setosa
5064,1.25,0.97,,boundary,Iris-setosa
5065,1.25,1.03,,boundary,Iris-setosa
5066,1.25,1.1,,boundary,Iris-setosa
5067,1.25,1.17,,boundary,Iris-setosa
5068,1.25,1.24,,boundary,Iris-setosa
5069,1.25,1.31,,boundary,Iris-setosa
5070,1.25,1.38,,boundary,Iris-setosa
5071,1.25,1.45,,boundary,Iris-setosa
5072,1.25,1.52,,boundary,Iris-setosa
5073,1.25,1.59,,boundary,Iris-setosa
5074,1.25,1.66,,boundary,Iris-setosa
5075,1.25,1.72,,boundary,Iris-setosa
5076,1.25,1.79,,boundary,Iris-setosa
5077,1.25,1.86,,boundary,Iris-setosa
5078,1.25,1.93,,boundary,Iris-setosa
5079,1.25,2.0,,boundary,Iris-setosa
5080,1.25,2.07,,boundary,Iris-setosa
5081,1.25,2.14,,boundary,Iris-setosa
5082,1.25,2.21,,boundary,Iris-setosa
5083,1.25,2.28,,boundary,Iris-setosa
5084,1.25,2.35,,boundary,Iris-setosa
5085,1.25,2.41,,boundary,Iris-setosa
5086,1.25,2.48,,boundary,Iris-setosa
5087,1.25,2.55,,boundary,Iris-versicolor
5088,1.25,2.62,,boundary,Iris-versicolor
5089,1.25,2.69,,boundary,Iris-versicolor
5090,1.25,2.76,,boundary,Iris-versicolor
5091,1.25,2.83,,boundary,Iris-versicolor
5092,1.25,2.9,,boundary,Iris-versicolor
5093,1.25,2.97,,boundary,Iris-versicolor
5094,1.25,3.04,,boundary,Iris-versicolor
5095,1.25,3.1,,boundary,Iris-versicolor
5096,1.25,3.17,,boundary,Iris-versicolor
5097,1.25,3.24,,boundary,Iris-versicolor
5098,1.25,3.31,,boundary,Iris-versicolor
5099,1.25,3.38,,boundary,Iris-versicolor
5100,1.25,3.45,,boundary,Iris-versicolor
5101,1.25,3.52,,boundary,Iris-versicolor
5102,1.25,3.59,,boundary,Iris-versicolor
5103,1.25,3.66,,boundary,Iris-versicolor
5104,1.25,3.73,,boundary,Iris-versicolor
5105,1.25,3.79,,boundary,Iris-versicolor
5106,1.25,3.86,,boundary,Iris-versicolor
5107,1.25,3.93,,boundary,Iris-versicolor
5108,1.25,4.0,,boundary,Iris-versicolor
5109,1.25,4.07,,boundary,Iris-versicolor
5110,1.25,4.14,,boundary,Iris-versicolor
5111,1.25,4.21,,boundary,Iris-versicolor
5112,1.25,4.28,,boundary,Iris-versicolor
5113,1.25,4.35,,boundary,Iris-versicolor
5114,1.25,4.42,,boundary,Iris-versicolor
5115,1.25,4.48,,boundary,Iris-versicolor
5116,1.25,4.55,,boundary,Iris-versicolor
5117,1.25,4.62,,boundary,Iris-versicolor
5118,1.25,4.69,,boundary,Iris-versicolor
5119,1.25,4.76,,boundary,Iris-versicolor
5120,1.25,4.83,,boundary,Iris-versicolor
5121,1.25,4.9,,boundary,Iris-versicolor
5122,1.25,4.97,,boundary,Iris-versicolor
5123,1.25,5.04,,boundary,Iris-versicolor
5124,1.25,5.11,,boundary,Iris-versicolor
5125,1.25,5.17,,boundary,Iris-versicolor
5126,1.25,5.24,,boundary,Iris-versicolor
5127,1.25,5.31,,boundary,Iris-virginica
5128,1.25,5.38,,boundary,Iris-virginica
5129,1.25,5.45,,boundary,Iris-virginica
5130,1.25,5.52,,boundary,Iris-virginica
5131,1.25,5.59,,boundary,Iris-virginica
5132,1.25,5.66,,boundary,Iris-virginica
5133,1.25,5.73,,boundary,Iris-virginica
5134,1.25,5.8,,boundary,Iris-virginica
5135,1.25,5.86,,boundary,Iris-virginica
5136,1.25,5.93,,boundary,Iris-virginica
5137,1.25,6.0,,boundary,Iris-virginica
5138,1.25,6.07,,boundary,Iris-virginica
5139,1.25,6.14,,boundary,Iris-virginica
5140,1.25,6.21,,boundary,Iris-virginica
5141,1.25,6.28,,boundary,Iris-virginica
5142,1.25,6.35,,boundary,Iris-virginica
5143,1.25,6.42,,boundary,Iris-virginica
5144,1.25,6.49,,boundary,Iris-virginica
5145,1.25,6.55,,boundary,Iris-virginica
5146,1.25,6.62,,boundary,Iris-virginica
5147,1.25,6.69,,boundary,Iris-virginica
5148,1.25,6.76,,boundary,Iris-virginica
5149,1.25,6.83,,boundary,Iris-virginica
5150,1.25,6.9,,boundary,Iris-virginica
5151,1.27,0.0,,boundary,Iris-setosa
5152,1.27,0.07,,boundary,Iris-setosa
5153,1.27,0.14,,boundary,Iris-setosa
5154,1.27,0.21,,boundary,Iris-setosa
5155,1.27,0.28,,boundary,Iris-setosa
5156,1.27,0.35,,boundary,Iris-setosa
5157,1.27,0.41,,boundary,Iris-setosa
5158,1.27,0.48,,boundary,Iris-setosa
5159,1.27,0.55,,boundary,Iris-setosa
5160,1.27,0.62,,boundary,Iris-setosa
5161,1.27,0.69,,boundary,Iris-setosa
5162,1.27,0.76,,boundary,Iris-setosa
5163,1.27,0.83,,boundary,Iris-setosa
5164,1.27,0.9,,boundary,Iris-setosa
5165,1.27,0.97,,boundary,Iris-setosa
5166,1.27,1.03,,boundary,Iris-setosa
5167,1.27,1.1,,boundary,Iris-setosa
5168,1.27,1.17,,boundary,Iris-setosa
5169,1.27,1.24,,boundary,Iris-setosa
5170,1.27,1.31,,boundary,Iris-setosa
5171,1.27,1.38,,boundary,Iris-setosa
5172,1.27,1.45,,boundary,Iris-setosa
5173,1.27,1.52,,boundary,Iris-setosa
5174,1.27,1.59,,boundary,Iris-setosa
5175,1.27,1.66,,boundary,Iris-setosa
5176,1.27,1.72,,boundary,Iris-setosa
5177,1.27,1.79,,boundary,Iris-setosa
5178,1.27,1.86,,boundary,Iris-setosa
5179,1.27,1.93,,boundary,Iris-setosa
5180,1.27,2.0,,boundary,Iris-setosa
5181,1.27,2.07,,boundary,Iris-setosa
5182,1.27,2.14,,boundary,Iris-setosa
5183,1.27,2.21,,boundary,Iris-setosa
5184,1.27,2.28,,boundary,Iris-setosa
5185,1.27,2.35,,boundary,Iris-setosa
5186,1.27,2.41,,boundary,Iris-setosa
5187,1.27,2.48,,boundary,Iris-setosa
5188,1.27,2.55,,boundary,Iris-versicolor
5189,1.27,2.62,,boundary,Iris-versicolor
5190,1.27,2.69,,boundary,Iris-versicolor
5191,1.27,2.76,,boundary,Iris-versicolor
5192,1.27,2.83,,boundary,Iris-versicolor
5193,1.27,2.9,,boundary,Iris-versicolor
5194,1.27,2.97,,boundary,Iris-versicolor
5195,1.27,3.04,,boundary,Iris-versicolor
5196,1.27,3.1,,boundary,Iris-versicolor
5197,1.27,3.17,,boundary,Iris-versicolor
5198,1.27,3.24,,boundary,Iris-versicolor
5199,1.27,3.31,,boundary,Iris-versicolor
5200,1.27,3.38,,boundary,Iris-versicolor
5201,1.27,3.45,,boundary,Iris-versicolor
5202,1.27,3.52,,boundary,Iris-versicolor
5203,1.27,3.59,,boundary,Iris-versicolor
5204,1.27,3.66,,boundary,Iris-versicolor
5205,1.27,3.73,,boundary,Iris-versicolor
5206,1.27,3.79,,boundary,Iris-versicolor
5207,1.27,3.86,,boundary,Iris-versicolor
5208,1.27,3.93,,boundary,Iris-versicolor
5209,1.27,4.0,,boundary,Iris-versicolor
5210,1.27,4.07,,boundary,Iris-versicolor
5211,1.27,4.14,,boundary,Iris-versicolor
5212,1.27,4.21,,boundary,Iris-versicolor
5213,1.27,4.28,,boundary,Iris-versicolor
5214,1.27,4.35,,boundary,Iris-versicolor
5215,1.27,4.42,,boundary,Iris-versicolor
5216,1.27,4.48,,boundary,Iris-versicolor
5217,1.27,4.55,,boundary,Iris-versicolor
5218,1.27,4.62,,boundary,Iris-versicolor
5219,1.27,4.69,,boundary,Iris-versicolor
5220,1.27,4.76,,boundary,Iris-versicolor
5221,1.27,4.83,,boundary,Iris-versicolor
5222,1.27,4.9,,boundary,Iris-versicolor
5223,1.27,4.97,,boundary,Iris-versicolor
5224,1.27,5.04,,boundary,Iris-versicolor
5225,1.27,5.11,,boundary,Iris-versicolor
5226,1.27,5.17,,boundary,Iris-versicolor
5227,1.27,5.24,,boundary,Iris-versicolor
5228,1.27,5.31,,boundary,Iris-virginica
5229,1.27,5.38,,boundary,Iris-virginica
5230,1.27,5.45,,boundary,Iris-virginica
5231,1.27,5.52,,boundary,Iris-virginica
5232,1.27,5.59,,boundary,Iris-virginica
5233,1.27,5.66,,boundary,Iris-virginica
5234,1.27,5.73,,boundary,Iris-virginica
5235,1.27,5.8,,boundary,Iris-virginica
5236,1.27,5.86,,boundary,Iris-virginica
5237,1.27,5.93,,boundary,Iris-virginica
5238,1.27,6.0,,boundary,Iris-virginica
5239,1.27,6.07,,boundary,Iris-virginica
5240,1.27,6.14,,boundary,Iris-virginica
5241,1.27,6.21,,boundary,Iris-virginica
5242,1.27,6.28,,boundary,Iris-virginica
5243,1.27,6.35,,boundary,Iris-virginica
5244,1.27,6.42,,boundary,Iris-virginica
5245,1.27,6.49,,boundary,Iris-virginica
5246,1.27,6.55,,boundary,Iris-virginica
5247,1.27,6.62,,boundary,Iris-virginica
5248,1.27,6.69,,boundary,Iris-virginica
5249,1.27,6.76,,boundary,Iris-virginica
5250,1.27,6.83,,boundary,Iris-virginica
5251,1.27,6.9,,boundary,Iris-virginica
5252,1.3,0.0,,boundary,Iris-setosa
5253,1.3,0.07,,boundary,Iris-setosa
5254,1.3,0.14,,boundary,Iris-setosa
5255,1.3,0.21,,boundary,Iris-setosa
5256,1.3,0.28,,boundary,Iris-setosa
5257,1.3,0.35,,boundary,Iris-setosa
5258,1.3,0.41,,boundary,Iris-setosa
5259,1.3,0.48,,boundary,Iris-setosa
5260,1.3,0.55,,boundary,Iris-setosa
5261,1.3,0.62,,boundary,Iris-setosa
5262,1.3,0.69,,boundary,Iris-setosa
5263,1.3,0.76,,boundary,Iris-setosa
5264,1.3,0.83,,boundary,Iris-setosa
5265,1.3,0.9,,boundary,Iris-setosa
5266,1.3,0.97,,boundary,Iris-setosa
5267,1.3,1.03,,boundary,Iris-setosa
5268,1.3,1.1,,boundary,Iris-setosa
5269,1.3,1.17,,boundary,Iris-setosa
5270,1.3,1.24,,boundary,Iris-setosa
5271,1.3,1.31,,boundary,Iris-setosa
5272,1.3,1.38,,boundary,Iris-setosa
5273,1.3,1.45,,boundary,Iris-setosa
5274,1.3,1.52,,boundary,Iris-setosa
5275,1.3,1.59,,boundary,Iris-setosa
5276,1.3,1.66,,boundary,Iris-setosa
5277,1.3,1.72,,boundary,Iris-setosa
5278,1.3,1.79,,boundary,Iris-setosa
5279,1.3,1.86,,boundary,Iris-setosa
5280,1.3,1.93,,boundary,Iris-setosa
5281,1.3,2.0,,boundary,Iris-setosa
5282,1.3,2.07,,boundary,Iris-setosa
5283,1.3,2.14,,boundary,Iris-setosa
5284,1.3,2.21,,boundary,Iris-setosa
5285,1.3,2.28,,boundary,Iris-setosa
5286,1.3,2.35,,boundary,Iris-setosa
5287,1.3,2.41,,boundary,Iris-setosa
5288,1.3,2.48,,boundary,Iris-versicolor
5289,1.3,2.55,,boundary,Iris-versicolor
5290,1.3,2.62,,boundary,Iris-versicolor
5291,1.3,2.69,,boundary,Iris-versicolor
5292,1.3,2.76,,boundary,Iris-versicolor
5293,1.3,2.83,,boundary,Iris-versicolor
5294,1.3,2.9,,boundary,Iris-versicolor
5295,1.3,2.97,,boundary,Iris-versicolor
5296,1.3,3.04,,boundary,Iris-versicolor
5297,1.3,3.1,,boundary,Iris-versicolor
5298,1.3,3.17,,boundary,Iris-versicolor
5299,1.3,3.24,,boundary,Iris-versicolor
5300,1.3,3.31,,boundary,Iris-versicolor
5301,1.3,3.38,,boundary,Iris-versicolor
5302,1.3,3.45,,boundary,Iris-versicolor
5303,1.3,3.52,,boundary,Iris-versicolor
5304,1.3,3.59,,boundary,Iris-versicolor
5305,1.3,3.66,,boundary,Iris-versicolor
5306,1.3,3.73,,boundary,Iris-versicolor
5307,1.3,3.79,,boundary,Iris-versicolor
5308,1.3,3.86,,boundary,Iris-versicolor
5309,1.3,3.93,,boundary,Iris-versicolor
5310,1.3,4.0,,boundary,Iris-versicolor
5311,1.3,4.07,,boundary,Iris-versicolor
5312,1.3,4.14,,boundary,Iris-versicolor
5313,1.3,4.21,,boundary,Iris-versicolor
5314,1.3,4.28,,boundary,Iris-versicolor
5315,1.3,4.35,,boundary,Iris-versicolor
5316,1.3,4.42,,boundary,Iris-versicolor
5317,1.3,4.48,,boundary,Iris-versicolor
5318,1.3,4.55,,boundary,Iris-versicolor
5319,1.3,4.62,,boundary,Iris-versicolor
5320,1.3,4.69,,boundary,Iris-versicolor
5321,1.3,4.76,,boundary,Iris-versicolor
5322,1.3,4.83,,boundary,Iris-versicolor
5323,1.3,4.9,,boundary,Iris-versicolor
5324,1.3,4.97,,boundary,Iris-versicolor
5325,1.3,5.04,,boundary,Iris-versicolor
5326,1.3,5.11,,boundary,Iris-versicolor
5327,1.3,5.17,,boundary,Iris-versicolor
5328,1.3,5.24,,boundary,Iris-versicolor
5329,1.3,5.31,,boundary,Iris-virginica
5330,1.3,5.38,,boundary,Iris-virginica
5331,1.3,5.45,,boundary,Iris-virginica
5332,1.3,5.52,,boundary,Iris-virginica
5333,1.3,5.59,,boundary,Iris-virginica
5334,1.3,5.66,,boundary,Iris-virginica
5335,1.3,5.73,,boundary,Iris-virginica
5336,1.3,5.8,,boundary,Iris-virginica
5337,1.3,5.86,,boundary,Iris-virginica
5338,1.3,5.93,,boundary,Iris-virginica
5339,1.3,6.0,,boundary,Iris-virginica
5340,1.3,6.07,,boundary,Iris-virginica
5341,1.3,6.14,,boundary,Iris-virginica
5342,1.3,6.21,,boundary,Iris-virginica
5343,1.3,6.28,,boundary,Iris-virginica
5344,1.3,6.35,,boundary,Iris-virginica
5345,1.3,6.42,,boundary,Iris-virginica
5346,1.3,6.49,,boundary,Iris-virginica
5347,1.3,6.55,,boundary,Iris-virginica
5348,1.3,6.62,,boundary,Iris-virginica
5349,1.3,6.69,,boundary,Iris-virginica
5350,1.3,6.76,,boundary,Iris-virginica
5351,1.3,6.83,,boundary,Iris-virginica
5352,1.3,6.9,,boundary,Iris-virginica
5353,1.32,0.0,,boundary,Iris-setosa
5354,1.32,0.07,,boundary,Iris-setosa
5355,1.32,0.14,,boundary,Iris-setosa
5356,1.32,0.21,,boundary,Iris-setosa
5357,1.32,0.28,,boundary,Iris-setosa
5358,1.32,0.35,,boundary,Iris-setosa
5359,1.32,0.41,,boundary,Iris-setosa
5360,1.32,0.48,,boundary,Iris-setosa
5361,1.32,0.55,,boundary,Iris-setosa
5362,1.32,0.62,,boundary,Iris-setosa
5363,1.32,0.69,,boundary,Iris-setosa
5364,1.32,0.76,,boundary,Iris-setosa
5365,1.32,0.83,,boundary,Iris-setosa
5366,1.32,0.9,,boundary,Iris-setosa
5367,1.32,0.97,,boundary,Iris-setosa
5368,1.32,1.03,,boundary,Iris-setosa
5369,1.32,1.1,,boundary,Iris-setosa
5370,1.32,1.17,,boundary,Iris-setosa
5371,1.32,1.24,,boundary,Iris-setosa
5372,1.32,1.31,,boundary,Iris-setosa
5373,1.32,1.38,,boundary,Iris-setosa
5374,1.32,1.45,,boundary,Iris-setosa
5375,1.32,1.52,,boundary,Iris-setosa
5376,1.32,1.59,,boundary,Iris-setosa
5377,1.32,1.66,,boundary,Iris-setosa
5378,1.32,1.72,,boundary,Iris-setosa
5379,1.32,1.79,,boundary,Iris-setosa
5380,1.32,1.86,,boundary,Iris-setosa
5381,1.32,1.93,,boundary,Iris-setosa
5382,1.32,2.0,,boundary,Iris-setosa
5383,1.32,2.07,,boundary,Iris-setosa
5384,1.32,2.14,,boundary,Iris-setosa
5385,1.32,2.21,,boundary,Iris-setosa
5386,1.32,2.28,,boundary,Iris-setosa
5387,1.32,2.35,,boundary,Iris-setosa
5388,1.32,2.41,,boundary,Iris-setosa
5389,1.32,2.48,,boundary,Iris-versicolor
5390,1.32,2.55,,boundary,Iris-versicolor
5391,1.32,2.62,,boundary,Iris-versicolor
5392,1.32,2.69,,boundary,Iris-versicolor
5393,1.32,2.76,,boundary,Iris-versicolor
5394,1.32,2.83,,boundary,Iris-versicolor
5395,1.32,2.9,,boundary,Iris-versicolor
5396,1.32,2.97,,boundary,Iris-versicolor
5397,1.32,3.04,,boundary,Iris-versicolor
5398,1.32,3.1,,boundary,Iris-versicolor
5399,1.32,3.17,,boundary,Iris-versicolor
5400,1.32,3.24,,boundary,Iris-versicolor
5401,1.32,3.31,,boundary,Iris-versicolor
5402,1.32,3.38,,boundary,Iris-versicolor
5403,1.32,3.45,,boundary,Iris-versicolor
5404,1.32,3.52,,boundary,Iris-versicolor
5405,1.32,3.59,,boundary,Iris-versicolor
5406,1.32,3.66,,boundary,Iris-versicolor
5407,1.32,3.73,,boundary,Iris-versicolor
5408,1.32,3.79,,boundary,Iris-versicolor
5409,1.32,3.86,,boundary,Iris-versicolor
5410,1.32,3.93,,boundary,Iris-versicolor
5411,1.32,4.0,,boundary,Iris-versicolor
5412,1.32,4.07,,boundary,Iris-versicolor
5413,1.32,4.14,,boundary,Iris-versicolor
5414,1.32,4.21,,boundary,Iris-versicolor
5415,1.32,4.28,,boundary,Iris-versicolor
5416,1.32,4.35,,boundary,Iris-versicolor
5417,1.32,4.42,,boundary,Iris-versicolor
5418,1.32,4.48,,boundary,Iris-versicolor
5419,1.32,4.55,,boundary,Iris-versicolor
5420,1.32,4.62,,boundary,Iris-versicolor
5421,1.32,4.69,,boundary,Iris-versicolor
5422,1.32,4.76,,boundary,Iris-versicolor
5423,1.32,4.83,,boundary,Iris-versicolor
5424,1.32,4.9,,boundary,Iris-versicolor
5425,1.32,4.97,,boundary,Iris-versicolor
5426,1.32,5.04,,boundary,Iris-versicolor
5427,1.32,5.11,,boundary,Iris-versicolor
5428,1.32,5.17,,boundary,Iris-versicolor
5429,1.32,5.24,,boundary,Iris-versicolor
5430,1.32,5.31,,boundary,Iris-virginica
5431,1.32,5.38,,boundary,Iris-virginica
5432,1.32,5.45,,boundary,Iris-virginica
5433,1.32,5.52,,boundary,Iris-virginica
5434,1.32,5.59,,boundary,Iris-virginica
5435,1.32,5.66,,boundary,Iris-virginica
5436,1.32,5.73,,boundary,Iris-virginica
5437,1.32,5.8,,boundary,Iris-virginica
5438,1.32,5.86,,boundary,Iris-virginica
5439,1.32,5.93,,boundary,Iris-virginica
5440,1.32,6.0,,boundary,Iris-virginica
5441,1.32,6.07,,boundary,Iris-virginica
5442,1.32,6.14,,boundary,Iris-virginica
5443,1.32,6.21,,boundary,Iris-virginica
5444,1.32,6.28,,boundary,Iris-virginica
5445,1.32,6.35,,boundary,Iris-virginica
5446,1.32,6.42,,boundary,Iris-virginica
5447,1.32,6.49,,boundary,Iris-virginica
5448,1.32,6.55,,boundary,Iris-virginica
5449,1.32,6.62,,boundary,Iris-virginica
5450,1.32,6.69,,boundary,Iris-virginica
5451,1.32,6.76,,boundary,Iris-virginica
5452,1.32,6.83,,boundary,Iris-virginica
5453,1.32,6.9,,boundary,Iris-virginica
5454,1.35,0.0,,boundary,Iris-setosa
5455,1.35,0.07,,boundary,Iris-setosa
5456,1.35,0.14,,boundary,Iris-setosa
5457,1.35,0.21,,boundary,Iris-setosa
5458,1.35,0.28,,boundary,Iris-setosa
5459,1.35,0.35,,boundary,Iris-setosa
5460,1.35,0.41,,boundary,Iris-setosa
5461,1.35,0.48,,boundary,Iris-setosa
5462,1.35,0.55,,boundary,Iris-setosa
5463,1.35,0.62,,boundary,Iris-setosa
5464,1.35,0.69,,boundary,Iris-setosa
5465,1.35,0.76,,boundary,Iris-setosa
5466,1.35,0.83,,boundary,Iris-setosa
5467,1.35,0.9,,boundary,Iris-setosa
5468,1.35,0.97,,boundary,Iris-setosa
5469,1.35,1.03,,boundary,Iris-setosa
5470,1.35,1.1,,boundary,Iris-setosa
5471,1.35,1.17,,boundary,Iris-setosa
5472,1.35,1.24,,boundary,Iris-setosa
5473,1.35,1.31,,boundary,Iris-setosa
5474,1.35,1.38,,boundary,Iris-setosa
5475,1.35,1.45,,boundary,Iris-setosa
5476,1.35,1.52,,boundary,Iris-setosa
5477,1.35,1.59,,boundary,Iris-setosa
5478,1.35,1.66,,boundary,Iris-setosa
5479,1.35,1.72,,boundary,Iris-setosa
5480,1.35,1.79,,boundary,Iris-setosa
5481,1.35,1.86,,boundary,Iris-setosa
5482,1.35,1.93,,boundary,Iris-setosa
5483,1.35,2.0,,boundary,Iris-setosa
5484,1.35,2.07,,boundary,Iris-setosa
5485,1.35,2.14,,boundary,Iris-setosa
5486,1.35,2.21,,boundary,Iris-setosa
5487,1.35,2.28,,boundary,Iris-setosa
5488,1.35,2.35,,boundary,Iris-setosa
5489,1.35,2.41,,boundary,Iris-setosa
5490,1.35,2.48,,boundary,Iris-versicolor
5491,1.35,2.55,,boundary,Iris-versicolor
5492,1.35,2.62,,boundary,Iris-versicolor
5493,1.35,2.69,,boundary,Iris-versicolor
5494,1.35,2.76,,boundary,Iris-versicolor
5495,1.35,2.83,,boundary,Iris-versicolor
5496,1.35,2.9,,boundary,Iris-versicolor
5497,1.35,2.97,,boundary,Iris-versicolor
5498,1.35,3.04,,boundary,Iris-versicolor
5499,1.35,3.1,,boundary,Iris-versicolor
5500,1.35,3.17,,boundary,Iris-versicolor
5501,1.35,3.24,,boundary,Iris-versicolor
5502,1.35,3.31,,boundary,Iris-versicolor
5503,1.35,3.38,,boundary,Iris-versicolor
5504,1.35,3.45,,boundary,Iris-versicolor
5505,1.35,3.52,,boundary,Iris-versicolor
5506,1.35,3.59,,boundary,Iris-versicolor
5507,1.35,3.66,,boundary,Iris-versicolor
5508,1.35,3.73,,boundary,Iris-versicolor
5509,1.35,3.79,,boundary,Iris-versicolor
5510,1.35,3.86,,boundary,Iris-versicolor
5511,1.35,3.93,,boundary,Iris-versicolor
5512,1.35,4.0,,boundary,Iris-versicolor
5513,1.35,4.07,,boundary,Iris-versicolor
5514,1.35,4.14,,boundary,Iris-versicolor
5515,1.35,4.21,,boundary,Iris-versicolor
5516,1.35,4.28,,boundary,Iris-versicolor
5517,1.35,4.35,,boundary,Iris-versicolor
5518,1.35,4.42,,boundary,Iris-versicolor
5519,1.35,4.48,,boundary,Iris-versicolor
5520,1.35,4.55,,boundary,Iris-versicolor
5521,1.35,4.62,,boundary,Iris-versicolor
5522,1.35,4.69,,boundary,Iris-versicolor
5523,1.35,4.76,,boundary,Iris-versicolor
5524,1.35,4.83,,boundary,Iris-versicolor
5525,1.35,4.9,,boundary,Iris-versicolor
5526,1.35,4.97,,boundary,Iris-versicolor
5527,1.35,5.04,,boundary,Iris-versicolor
5528,1.35,5.11,,boundary,Iris-versicolor
5529,1.35,5.17,,boundary,Iris-versicolor
5530,1.35,5.24,,boundary,Iris-versicolor
5531,1.35,5.31,,boundary,Iris-virginica
